accuracy,f1_score,precision,recall,roc_auc,eer,eer_threshold,ci_low,ci_high,n_test,tn,fp,fn,tp
0.8478260869565217,0.8833333333333333,0.9137931034482759,0.8548387096774194,0.9236559139784946,0.17204301075268813,0.49366674088899754,0.7717391304347826,0.9130434782608695,92,25,5,9,53
